GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017
310M300US19340,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",379690,379689,379741,380509,382269,383597,383814,383365,382671,382263
310M300US19380,19380,"Dayton, OH Metro Area",799232,799251,799639,800690,801382,800609,800264,799293,800886,803416
310M300US19420,19420,"Dayton, TN Micro Area",31809,31802,31857,32065,32328,32463,32525,32320,32392,32691
310M300US19460,19460,"Decatur, AL Metro Area",153829,153825,153949,154054,153880,153114,152856,152336,152051,151867
310M300US19500,19500,"Decatur, IL Metro Area",110768,110768,110777,110649,110105,109533,108529,107419,106651,105801
310M300US19540,19540,"Decatur, IN Micro Area",34387,34387,34451,34372,34403,34649,34763,34954,35232,35491
310M300US19580,19580,"Defiance, OH Micro Area",39037,39031,39082,38988,38797,38521,38481,38276,38121,38156
310M300US19620,19620,"Del Rio, TX Micro Area",48879,48879,48977,48950,48923,49010,48808,48906,48953,49205
310M300US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",590289,590294,590515,591964,595246,600681,609394,622251,636843,649202
310M300US19700,19700,"Deming, NM Micro Area",25095,25096,25082,25089,24906,24562,24385,24281,24288,24078
310M300US19740,19740,"Denver-Aurora-Lakewood, CO Metro Area",2543482,2543592,2554399,2599629,2646151,2696308,2749827,2807211,2851848,2888227
310M300US19760,19760,"DeRidder, LA Micro Area",35654,35654,35834,36090,36343,36278,36261,36526,36998,36928
310M300US19780,19780,"Des Moines-West Des Moines, IA Metro Area",569633,569633,571967,580961,589758,600366,611977,622566,634740,645911
310M300US19820,19820,"Detroit-Warren-Dearborn, MI Metro Area",4296250,4296317,4291287,4288618,4295646,4298541,4303366,4302282,4305869,4313002
310M300US19860,19860,"Dickinson, ND Micro Area",24199,24199,24350,25161,26899,28329,30338,31850,30856,30209
310M300US19940,19940,"Dixon, IL Micro Area",36031,36031,35976,35594,35202,35106,34897,34544,34399,34406
310M300US19980,19980,"Dodge City, KS Micro Area",33848,33848,34024,34433,34765,34937,34893,34578,34501,34381
310M300US20020,20020,"Dothan, AL Metro Area",145639,145643,145870,146604,147447,147439,147826,147990,147781,147914
310M300US20060,20060,"Douglas, GA Micro Area",42356,42356,42738,43032,43178,43137,42977,43099,43015,43014
310M300US20100,20100,"Dover, DE Metro Area",162310,162349,162973,165149,167442,169150,171664,173332,174754,176824
310M300US20140,20140,"Dublin, GA Micro Area",58414,58418,58384,57853,57775,57591,57461,57165,56922,57118
310M300US20180,20180,"DuBois, PA Micro Area",81642,81594,81515,81364,81349,81378,80947,80651,80035,79685
310M300US20220,20220,"Dubuque, IA Metro Area",93653,93653,93930,94599,95128,95888,96408,96813,96704,97041
310M300US20260,20260,"Duluth, MN-WI Metro Area",279771,279771,279677,279753,279339,279439,279651,279197,278954,278782
310M300US20300,20300,"Dumas, TX Micro Area",21904,21904,22010,22090,22437,22145,22021,21880,21935,22097
310M300US20340,20340,"Duncan, OK Micro Area",45048,45048,45101,45109,44886,44992,44576,44574,43993,43332
310M300US20380,20380,"Dunn, NC Micro Area",114678,114697,115760,119214,122258,125104,126801,128205,130899,132754
310M300US20420,20420,"Durango, CO Micro Area",51334,51335,51338,51770,52338,53250,53740,54552,55216,55589
310M300US20460,20460,"Durant, OK Micro Area",42416,42416,42582,43127,43434,44101,44458,44971,45492,46319
310M300US20500,20500,"Durham-Chapel Hill, NC Metro Area",504357,506623,508532,515514,524708,532944,541769,550346,558920,567428
310M300US20540,20540,"Dyersburg, TN Micro Area",38335,38330,38318,38110,38183,38088,37815,37782,37605,37463
310M300US20580,20580,"Eagle Pass, TX Micro Area",54258,54258,54447,55224,55658,56462,57031,57658,57989,58216
310M300US20660,20660,"Easton, MD Micro Area",37782,37782,37879,37949,37991,37910,37582,37507,37204,37103
310M300US20700,20700,"East Stroudsburg, PA Metro Area",169842,169838,169876,169961,168775,167588,167547,166835,166516,168046
310M300US20740,20740,"Eau Claire, WI Metro Area",161151,161390,161658,162881,163889,164795,164981,165455,166452,167484
310M300US20780,20780,"Edwards, CO Micro Area",52197,52197,52102,51892,52189,52685,53143,53664,54364,54772
310M300US20820,20820,"Effingham, IL Micro Area",34242,34242,34219,34258,34263,34205,34107,34196,34182,34132
310M300US20900,20900,"El Campo, TX Micro Area",41280,41280,41278,41260,41064,41095,41073,41379,41634,41968
310M300US20940,20940,"El Centro, CA Metro Area",174528,174528,174778,176157,177241,177267,178868,179839,180980,182830
310M300US20980,20980,"El Dorado, AR Micro Area",41639,41639,41571,41387,40850,40593,40129,40073,39867,39449
310M300US21020,21020,"Elizabeth City, NC Micro Area",64094,64094,64120,63799,63979,63298,63245,63138,63465,63798
310M300US21060,21060,"Elizabethtown-Fort Knox, KY Metro Area",148338,148351,149853,151319,151500,152155,151646,148095,148940,150430
310M300US21120,21120,"Elk City, OK Micro Area",22119,22119,22058,22300,23062,23468,23600,23563,22432,21793
310M300US21140,21140,"Elkhart-Goshen, IN Metro Area",197559,197561,197452,198383,199084,200366,201673,203401,204146,205032
310M300US21180,21180,"Elkins, WV Micro Area",29405,29405,29363,29424,29390,29532,29316,29165,28962,28785
310M300US21220,21220,"Elko, NV Micro Area",50805,50929,51081,51466,53045,54495,54646,53879,54223,54610
310M300US21260,21260,"Ellensburg, WA Micro Area",40915,40906,40985,41539,41611,41825,42582,43091,44928,46205
310M300US21300,21300,"Elmira, NY Metro Area",88830,88841,88985,88983,89197,88374,87414,87030,86040,85557
310M300US21340,21340,"El Paso, TX Metro Area",804123,804123,806983,822747,834478,833522,836753,836326,841220,844818
310M300US21380,21380,"Emporia, KS Micro Area",33690,33690,33650,33632,33534,33463,33134,33119,33400,33392
310M300US21420,21420,"Enid, OK Metro Area",60580,60580,60736,60664,61270,62272,62704,63163,62384,61581
310M300US21460,21460,"Enterprise, AL Micro Area",49948,49948,50203,50434,51113,50647,50652,50974,51217,51874
310M300US21500,21500,"Erie, PA Metro Area",280566,280564,280775,281288,281503,280647,279351,278111,276321,274541
310M300US21540,21540,"Escanaba, MI Micro Area",37069,37069,37049,36940,36833,36798,36575,36412,36225,35965
310M300US21580,21580,"Española, NM Micro Area",40246,40234,40301,40235,40167,40003,39667,39287,39158,39159
310M300US21640,21640,"Eufaula, AL-GA Micro Area",29970,29970,29847,29808,29585,29318,29039,28545,28107,27628
310M300US21660,21660,"Eugene, OR Metro Area",351715,351713,351880,353419,354486,355041,357564,361721,368283,374748
310M300US21700,21700,"Eureka-Arcata-Fortuna, CA Micro Area",134623,134623,135019,135239,134596,134444,134584,135219,136449,136754
310M300US21740,21740,"Evanston, WY Micro Area",21118,21118,21093,20899,20999,20960,20845,20780,20711,20495
310M300US21780,21780,"Evansville, IN-KY Metro Area",311552,311554,311787,312631,313452,314454,315055,315439,315700,315669
310M300US21820,21820,"Fairbanks, AK Metro Area",97581,97585,98276,98136,100354,100898,99308,99643,100602,99703
310M300US21840,21840,"Fairfield, IA Micro Area",16843,16840,16829,17014,17215,17509,17693,17927,18172,18422
310M300US21860,21860,"Fairmont, MN Micro Area",20840,20840,20801,20617,20456,20421,20238,20020,19890,19850
310M300US21900,21900,"Fairmont, WV Micro Area",56418,56418,56534,56649,56727,56651,56722,56690,56477,56337
310M300US21980,21980,"Fallon, NV Micro Area",24877,24877,24822,24618,24278,23958,23883,24024,24016,24230
310M300US22020,22020,"Fargo, ND-MN Metro Area",208777,208777,209350,212706,216972,223477,227998,232987,237483,241356
310M300US22060,22060,"Faribault-Northfield, MN Micro Area",64142,64142,64236,64457,64442,64635,64917,65149,65588,65968
310M300US22100,22100,"Farmington, MO Micro Area",65359,65370,65531,65576,65798,66106,65794,66242,66393,66705
310M300US22140,22140,"Farmington, NM Metro Area",130044,130045,130205,129649,129677,129324,128958,128125,127772,126926
310M300US22180,22180,"Fayetteville, NC Metro Area",366383,366322,374710,380366,380740,384464,384360,384554,386646,386662
310M300US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",463204,463210,465290,475098,484093,492739,502187,513262,525176,537463
310M300US22260,22260,"Fergus Falls, MN Micro Area",57303,57303,57293,57279,57220,57504,57521,57599,57981,58345
310M300US22280,22280,"Fernley, NV Micro Area",51980,51980,52043,51399,50998,51124,51384,52032,52854,54122
310M300US22300,22300,"Findlay, OH Micro Area",74782,74789,74687,74903,75443,75516,75189,75493,75590,75754
310M300US22340,22340,"Fitzgerald, GA Micro Area",17634,17634,17620,17563,17577,17426,17423,17323,17190,16996
310M300US22380,22380,"Flagstaff, AZ Metro Area",134421,134435,134612,134181,136002,136448,137209,138682,140079,140776
310M300US22420,22420,"Flint, MI Metro Area",425790,425788,424938,421901,418054,415489,412673,410249,408607,407385
310M300US22500,22500,"Florence, SC Metro Area",205566,205571,205667,205822,206146,206066,206525,206307,205818,205831
310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",147137,147137,147260,147137,147221,147216,147444,146780,146646,147038
310M300US22540,22540,"Fond du Lac, WI Metro Area",101633,101630,101585,101841,101823,101783,101952,101916,102210,102548
310M300US22580,22580,"Forest City, NC Micro Area",67810,67816,67734,67414,67215,66830,66557,66373,66305,66551
310M300US22620,22620,"Forrest City, AR Micro Area",28258,28254,28195,27980,27973,27491,27078,26636,26304,25930
310M300US22660,22660,"Fort Collins, CO Metro Area",299630,299628,300427,305027,310521,315859,323673,332840,338531,343976
310M300US22700,22700,"Fort Dodge, IA Micro Area",38013,38013,37883,37728,37313,37312,37042,37015,36752,36605
310M300US22780,22780,"Fort Leonard Wood, MO Micro Area",52274,52274,52846,53254,53453,54083,53616,53292,52611,52059
310M300US22800,22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",62105,62095,62074,61575,61323,60669,60260,59913,59406,59038
310M300US22820,22820,"Fort Morgan, CO Micro Area",28159,28159,28234,28396,28198,28169,28044,28145,28063,28192
310M300US22840,22840,"Fort Payne, AL Micro Area",71109,71115,71169,71353,70944,70905,71034,71198,71216,71617
310M300US22860,22860,"Fort Polk South, LA Micro Area",52334,52334,52721,52243,54123,52832,52852,51497,51621,50726
310M300US22900,22900,"Fort Smith, AR-OK Metro Area",280467,280538,280686,281216,281027,280156,279858,280393,281032,282086
310M300US23060,23060,"Fort Wayne, IN Metro Area",416257,416254,416927,419867,421669,424155,426321,428909,431296,434617
310M300US23140,23140,"Frankfort, IN Micro Area",33224,33223,33225,33052,32909,32788,32493,32411,32267,32317
310M300US23180,23180,"Frankfort, KY Micro Area",70706,70704,70690,70816,71077,71130,71512,71873,72385,73029
310M300US23240,23240,"Fredericksburg, TX Micro Area",24837,24837,24885,25038,25152,25320,25465,25959,26305,26646
310M300US23300,23300,"Freeport, IL Micro Area",47711,47711,47606,47316,46884,46667,46264,45670,45540,45054
310M300US23340,23340,"Fremont, NE Micro Area",36691,36685,36671,36929,36592,36508,36591,36505,36567,36707
310M300US23380,23380,"Fremont, OH Micro Area",60944,60946,60883,60596,60454,60040,59823,59454,59281,59195
310M300US23420,23420,"Fresno, CA Metro Area",930450,930495,932218,940360,946851,953787,963170,972333,979534,989255
310M300US23460,23460,"Gadsden, AL Metro Area",104430,104427,104457,104354,104257,103865,103374,102942,102726,102755
310M300US23500,23500,"Gaffney, SC Micro Area",55342,55467,55515,55684,55809,56049,56352,56516,56725,57105
310M300US23540,23540,"Gainesville, FL Metro Area",264275,264276,264607,266825,268543,269608,272745,276689,281551,284687
310M300US23580,23580,"Gainesville, GA Metro Area",179684,179697,180059,182467,184401,186765,189480,192506,196237,199335
310M300US23620,23620,"Gainesville, TX Micro Area",38437,38430,38463,38384,38675,38429,38691,39063,39244,39895
310M300US23660,23660,"Galesburg, IL Micro Area",52919,52919,52905,52676,52271,52084,51889,51313,50945,50638
310M300US23700,23700,"Gallup, NM Micro Area",71492,71488,71671,72298,72327,72604,72733,73386,72958,72564
310M300US23780,23780,"Garden City, KS Micro Area",40753,40762,40953,41080,41116,40996,41076,41125,40898,41044
310M300US23820,23820,"Gardnerville Ranchos, NV Micro Area",46997,46997,47035,46984,46936,46971,47434,47501,47947,48309
310M300US23860,23860,"Georgetown, SC Micro Area",60158,60158,60176,60027,60103,60343,60691,61310,61374,61607
310M300US23900,23900,"Gettysburg, PA Metro Area",101407,101417,101464,101460,101228,101059,101231,101637,101684,102336
310M300US23940,23940,"Gillette, WY Micro Area",46133,46133,46233,46560,47861,48051,48192,49293,48800,46242
310M300US23980,23980,"Glasgow, KY Micro Area",52272,52272,52254,52376,52574,52868,53010,53457,53799,53908
310M300US24020,24020,"Glens Falls, NY Metro Area",128923,128936,129008,128803,128405,127862,127379,126701,126325,126152
310M300US24060,24060,"Glenwood Springs, CO Micro Area",73537,73537,73254,73110,73953,74313,74784,75553,76800,77008
310M300US24100,24100,"Gloversville, NY Micro Area",55531,55523,55467,55122,54869,54376,53975,53853,53696,53877
310M300US24140,24140,"Goldsboro, NC Metro Area",122623,122646,122864,124080,124547,124715,124664,124454,124476,124172
310M300US24220,24220,"Grand Forks, ND-MN Metro Area",98461,98464,98592,98061,99047,100712,101295,101819,102231,102414
310M300US24260,24260,"Grand Island, NE Metro Area",81850,81850,82061,82675,83365,83899,84442,84626,84968,85045
310M300US24300,24300,"Grand Junction, CO Metro Area",146723,146717,146424,147276,147406,147250,147215,148116,149794,151616
310M300US24330,24330,"Grand Rapids, MN Micro Area",45058,45058,45034,45098,45145,45331,45322,45246,45149,45137
310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",988938,988940,989416,997100,1007613,1019146,1029762,1039064,1048826,1059113
310M300US24380,24380,"Grants, NM Micro Area",27213,27215,27318,27470,27379,27341,27080,26976,26996,26853
310M300US24420,24420,"Grants Pass, OR Metro Area",82713,82713,82866,82666,82732,83108,83350,84422,85338,86352
310M300US24460,24460,"Great Bend, KS Micro Area",27674,27672,27674,27703,27537,27458,27329,27163,26911,26476
310M300US24500,24500,"Great Falls, MT Metro Area",81327,81324,81491,81674,81596,82119,81991,81829,81488,81654
310M300US24540,24540,"Greeley, CO Metro Area",252825,252839,254182,258528,263754,269804,275584,284382,294243,304633
310M300US24580,24580,"Green Bay, WI Metro Area",306241,306241,306750,308651,310682,312000,314054,315687,317441,320050
310M300US24620,24620,"Greeneville, TN Micro Area",68831,68825,68838,69090,68692,68293,68440,68500,68559,68808
310M300US24640,24640,"Greenfield Town, MA Micro Area",71372,71372,71353,71658,71631,71311,71195,70803,70618,70702
310M300US24660,24660,"Greensboro-High Point, NC Metro Area",723801,723850,725174,730431,735879,741089,746975,752140,756564,761184
310M300US24700,24700,"Greensburg, IN Micro Area",25740,25731,25789,25880,26020,26216,26427,26380,26641,26737
310M300US24740,24740,"Greenville, MS Micro Area",51137,51135,51095,50442,50012,49651,48997,47952,47191,46221
310M300US24780,24780,"Greenville, NC Metro Area",168148,168166,168843,170806,173023,174434,175079,176237,177627,179042
310M300US24820,24820,"Greenville, OH Micro Area",52959,52969,52964,52646,52508,52294,52173,51956,51636,51536
310M300US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",824112,824109,825762,833632,841312,848866,860506,872507,884512,895923
310M300US24900,24900,"Greenwood, MS Micro Area",42914,42979,43018,42482,41189,41059,40918,40396,39938,39362
310M300US24940,24940,"Greenwood, SC Micro Area",95078,95077,95068,94924,94984,94730,94440,94709,94889,95077
310M300US24980,24980,"Grenada, MS Micro Area",21906,21906,21842,21608,21620,21540,21600,21448,21219,21087
310M300US25020,25020,"Guayama, PR Metro Area",84214,84196,84080,82827,81939,81445,80262,78980,77630,76166
310M300US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,370787,371367,375571,378568,381800,385531,388012,390836,394232
310M300US25100,25100,"Guymon, OK Micro Area",20640,20640,20819,21188,21497,21959,21677,21379,21131,20900
310M300US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",251599,251602,252341,254363,255881,257380,259123,260695,263080,265498
310M300US25200,25200,"Hailey, ID Micro Area",27701,27701,27621,27314,27435,27603,27755,27861,28092,28444
310M300US25220,25220,"Hammond, LA Metro Area",121097,121101,121485,122629,123637,125443,126954,128735,130623,132497
310M300US25260,25260,"Hanford-Corcoran, CA Metro Area",152982,152982,152404,152030,151265,150675,149862,150482,149797,150101
310M300US25300,25300,"Hannibal, MO Micro Area",38948,38948,38970,39045,38959,38922,39029,38849,38895,38858
310M300US25420,25420,"Harrisburg-Carlisle, PA Metro Area",549475,549473,550108,552121,555085,558323,561510,565301,568008,571903
310M300US25460,25460,"Harrison, AR Micro Area",45233,45237,45198,45325,45370,45359,44968,44951,45060,45209
310M300US25500,25500,"Harrisonburg, VA Metro Area",125228,125223,125416,126847,128481,129052,130532,131319,133241,134442
310M300US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1212398,1214343,1217106,1216064,1216966,1215275,1213041,1210075,1210259
310M300US25580,25580,"Hastings, NE Micro Area",31364,31367,31324,31206,31369,31547,31387,31549,31657,31678
310M300US25620,25620,"Hattiesburg, MS Metro Area",142842,142857,143289,145256,146520,147718,147919,148538,148943,148877
310M300US25700,25700,"Hays, KS Micro Area",28452,28452,28424,28752,29074,29012,28934,28929,28823,28689
310M300US25720,25720,"Heber, UT Micro Area",23530,23525,23644,24433,25428,26673,27906,29273,30571,32106
310M300US25740,25740,"Helena, MT Micro Area",74801,74798,74971,75613,76039,76575,77083,77691,78562,79664
310M300US25760,25760,"Helena-West Helena, AR Micro Area",21757,21755,21675,21405,20740,20443,19962,19562,19050,18572
310M300US25780,25780,"Henderson, NC Micro Area",45422,45419,45301,45300,45105,44502,44528,44433,44426,44211
310M300US25820,25820,"Hereford, TX Micro Area",19372,19372,19458,19490,19327,19148,19099,18802,18850,18836
310M300US25840,25840,"Hermiston-Pendleton, OR Micro Area",87062,87062,87298,87950,88184,88079,87745,87598,87868,88151
310M300US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",365497,365835,365602,364536,363606,363413,362725,363044,364506,366534
310M300US25880,25880,"Hillsdale, MI Micro Area",46688,46688,46643,46590,46255,46122,45916,45860,45767,45879
310M300US25900,25900,"Hilo, HI Micro Area",185079,185076,185347,187049,189118,191583,194240,196740,198681,200381
310M300US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",187010,187010,187776,189211,193299,197536,201995,207501,211568,215302
310M300US25980,25980,"Hinesville, GA Metro Area",77917,77919,77334,80297,80459,78900,81212,79385,79984,80400
310M300US26020,26020,"Hobbs, NM Micro Area",64727,64727,64594,64990,66156,68173,69757,70985,69850,68759
310M300US26090,26090,"Holland, MI Micro Area",111408,111410,111522,111137,111448,111946,113290,114085,114955,116447
310M300US26140,26140,"Homosassa Springs, FL Metro Area",141236,141236,141178,139765,139198,138865,138920,140443,142990,145647
310M300US26220,26220,"Hood River, OR Micro Area",22346,22346,22443,22438,22583,22607,22685,22955,23064,23377
310M300US26260,26260,"Hope, AR Micro Area",31606,31613,31594,31495,31256,31204,30999,30618,30400,30188
310M300US26300,26300,"Hot Springs, AR Metro Area",96024,96011,96077,96834,96969,97627,97720,97734,98231,98658
310M300US26340,26340,"Houghton, MI Micro Area",38784,38784,38893,38907,38821,38698,38520,38291,38426,38410
310M300US26380,26380,"Houma-Thibodaux, LA Metro Area",208178,208183,208251,208604,208897,209938,211413,212291,211740,210512
310M300US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",5920416,5920486,5947419,6057947,6183726,6329553,6496862,6664187,6798010,6892427
310M300US26460,26460,"Hudson, NY Micro Area",63096,63066,63039,62538,62473,62225,62018,61549,61010,60604
310M300US26500,26500,"Huntingdon, PA Micro Area",45913,46031,46029,46041,45990,45928,45869,45640,45503,45491
310M300US26540,26540,"Huntington, IN Micro Area",37124,37124,37118,37161,36975,36774,36603,36518,36368,36337
310M300US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",364908,364928,365040,364927,364794,363889,362837,360957,358857,356474
310M300US26620,26620,"Huntsville, AL Metro Area",417593,417593,419279,425049,429876,435275,440212,444373,449232,455448
310M300US26660,26660,"Huntsville, TX Micro Area",82446,82536,82970,83095,82966,83867,84277,85225,86214,86912
310M300US26700,26700,"Huron, SD Micro Area",17398,17399,17413,17693,17940,18269,18144,18160,18087,18157
310M300US26740,26740,"Hutchinson, KS Micro Area",64511,64511,64549,64425,64212,64083,63678,63488,63040,62510
310M300US26780,26780,"Hutchinson, MN Micro Area",36651,36651,36597,36354,35942,35898,35759,35791,35748,35884
310M300US26820,26820,"Idaho Falls, ID Metro Area",133265,133333,133813,134926,136153,136807,137815,139464,142405,145643
310M300US26860,26860,"Indiana, PA Micro Area",88880,88893,88869,88608,88246,88195,87486,86867,85256,84953
310M300US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1887877,1888090,1892470,1910429,1928986,1953213,1970850,1986872,2005612,2028614
310M300US26940,26940,"Indianola, MS Micro Area",29450,29385,28983,28515,28404,27906,27398,26902,26389,25981
310M300US26960,26960,"Ionia, MI Micro Area",63905,63905,63846,63853,63873,63982,64229,64051,64182,64291
310M300US26980,26980,"Iowa City, IA Metro Area",152586,152586,152983,155493,158686,161594,164117,166655,168742,171491
310M300US27020,27020,"Iron Mountain, MI-WI Micro Area",30591,30591,30553,30442,30532,30389,30235,29993,29849,29786
310M300US27060,27060,"Ithaca, NY Metro Area",101564,101594,101764,101987,103067,104143,104286,104283,104561,104802
310M300US27100,27100,"Jackson, MI Metro Area",160248,160248,160119,159625,159908,159558,159343,159191,158215,158640
310M300US27140,27140,"Jackson, MS Metro Area",567122,567645,568849,574014,576440,577229,578559,578766,579558,578715
310M300US27160,27160,"Jackson, OH Micro Area",33225,33226,33255,33128,32876,32802,32771,32564,32534,32449
310M300US27180,27180,"Jackson, TN Metro Area",130011,130018,130031,129714,130155,130376,129810,129184,129083,129235
310M300US27220,27220,"Jackson, WY-ID Micro Area",31464,31459,31446,31640,31797,32676,33209,33700,34266,34646
310M300US27260,27260,"Jacksonville, FL Metro Area",1345596,1345598,1348910,1361962,1378059,1394206,1417740,1445986,1476503,1504980
310M300US27300,27300,"Jacksonville, IL Micro Area",40902,40906,40838,40713,40607,40205,39851,39651,39249,38800
310M300US27340,27340,"Jacksonville, NC Metro Area",177772,177799,186889,185013,190719,192377,191866,193088,192199,193893
310M300US27380,27380,"Jacksonville, TX Micro Area",50845,50834,50939,51076,51261,51088,51174,51573,51896,52240
310M300US27420,27420,"Jamestown, ND Micro Area",21100,21100,21133,21018,20972,21088,21100,21005,21009,21087
310M300US27460,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,134904,134727,134220,133333,132896,131892,130756,129638,129046
310M300US27500,27500,"Janesville-Beloit, WI Metro Area",160331,160331,160263,159882,160092,160373,160970,161059,161421,162309
310M300US27540,27540,"Jasper, IN Micro Area",54734,54653,54688,54806,54750,54823,54837,54785,54884,54923
310M300US27580,27580,"Jayuya, PR Micro Area",16642,16642,16641,16419,16163,15927,15654,15305,14976,14625
310M300US27600,27600,"Jefferson, GA Micro Area",60485,60460,60699,60976,60857,61285,62098,63375,64978,67519
310M300US27620,27620,"Jefferson City, MO Metro Area",149807,149805,149974,150340,150351,150650,150751,150958,151455,151465
310M300US27660,27660,"Jennings, LA Micro Area",31594,31594,31634,31590,31448,31299,31450,31428,31370,31477
310M300US27700,27700,"Jesup, GA Micro Area",30099,30099,30076,30300,30333,30007,29913,29441,29985,29817
310M300US27740,27740,"Johnson City, TN Metro Area",198716,198755,199010,199499,200256,200313,199911,200217,201343,202053
310M300US27780,27780,"Johnstown, PA Metro Area",143679,143674,143452,142561,141518,138749,137386,135854,134313,133054
310M300US27860,27860,"Jonesboro, AR Metro Area",121026,121026,121255,122750,124136,125685,126670,128307,129789,131269
310M300US27900,27900,"Joplin, MO Metro Area",175518,175516,175835,176638,174368,175140,175894,176733,177517,178507
310M300US27920,27920,"Junction City, KS Micro Area",34362,34357,35247,35275,37886,36777,36459,36682,35208,33855
310M300US27940,27940,"Juneau, AK Micro Area",31275,31275,31394,32162,32395,32570,32490,32612,32405,32094
310M300US27980,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",154924,154925,155078,156928,158782,161095,163509,164477,165472,166348
310M300US28020,28020,"Kalamazoo-Portage, MI Metro Area",326589,326590,326865,328352,330308,332184,333779,334538,336257,338338
310M300US28060,28060,"Kalispell, MT Micro Area",90928,90928,90853,91236,91576,92835,94468,95738,97693,100000
310M300US28100,28100,"Kankakee, IL Metro Area",113449,113449,113418,113477,112952,112207,111384,110756,110053,109605
310M300US28140,28140,"Kansas City, MO-KS Metro Area",2009342,2009338,2013412,2024880,2038501,2054039,2069602,2085221,2106382,2128912
310M300US28180,28180,"Kapaa, HI Micro Area",67091,67091,67199,67832,68573,69626,70523,71387,71769,72159
310M300US28260,28260,"Kearney, NE Micro Area",52591,52591,52657,53389,54176,54536,54851,55302,55951,56262
310M300US28300,28300,"Keene, NH Micro Area",77117,77117,77050,76874,76802,76590,76263,76036,75697,75960
310M300US28340,28340,"Kendallville, IN Micro Area",47536,47540,47453,47309,47213,47267,47400,47543,47442,47452
310M300US28380,28380,"Kennett, MO Micro Area",31953,31953,31946,32006,31841,31723,31304,30825,30556,30119
310M300US28420,28420,"Kennewick-Richland, WA Metro Area",253340,253334,255553,263522,268235,270980,274207,278980,283799,290296
310M300US28500,28500,"Kerrville, TX Micro Area",49625,49625,49619,49607,49686,49760,50275,50753,51296,51720
310M300US28540,28540,"Ketchikan, AK Micro Area",13477,13491,13544,13644,13700,13682,13780,13680,13727,13856
310M300US28580,28580,"Key West, FL Micro Area",73090,73090,73219,73981,74627,75914,76492,77003,77304,77013
310M300US28620,28620,"Kill Devil Hills, NC Micro Area",38327,38327,38399,38514,38546,38954,39027,39579,39799,40151
310M300US28660,28660,"Killeen-Temple, TX Metro Area",405300,405310,408277,412376,423529,424069,426600,432741,436803,443773
310M300US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,309512,309494,308993,308555,307793,307203,306182,305893,306659
310M300US28740,28740,"Kingston, NY Metro Area",182493,182512,182428,182516,181689,180965,180763,179952,179546,179417
310M300US28780,28780,"Kingsville, TX Micro Area",32477,32474,32450,32462,32536,32451,32281,31831,31775,31505
310M300US28820,28820,"Kinston, NC Micro Area",59495,59518,59499,59441,59164,58831,58397,58126,57432,56883
310M300US28860,28860,"Kirksville, MO Micro Area",30038,30038,30066,30023,30054,30079,29926,29831,29714,29885
310M300US28900,28900,"Klamath Falls, OR Micro Area",66380,66380,66313,66287,65923,65730,65364,65777,66283,66935
310M300US28940,28940,"Knoxville, TN Metro Area",837571,837675,838748,843001,847269,851377,855695,860398,867870,877104
310M300US29020,29020,"Kokomo, IN Metro Area",82752,82752,82750,82775,82807,82707,82563,82314,82339,82363
310M300US29060,29060,"Laconia, NH Micro Area",60088,60072,60094,60265,60327,60106,60172,60248,60606,60785
310M300US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",133665,133665,133903,134094,135298,135618,136108,136354,136442,136934
310M300US29180,29180,"Lafayette, LA Metro Area",466750,466744,467661,470693,474293,479811,485104,490041,491646,491558
310M300US29200,29200,"Lafayette-West Lafayette, IN Metro Area",201789,201798,202105,204455,207365,210227,212381,214657,217296,219239
310M300US29260,29260,"La Grande, OR Micro Area",25748,25744,25729,25879,25772,25500,25610,25676,26043,26222
