"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00043875","1900","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","","","","","0","6","216","6","46","6","","","","","","","","","41.1","6,0921,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.92","6","",""
"USC00043875","1901","38.62136","-122.85814","53.0","HEALDSBURG, CA US","191.9","","191.9","6","56","6","42","6","","","","","0","6","46","6","0","6","230","6","52","6","-5.0","6,1213,","","","","","72.9",",6,0219,","40.6","6,0629,+","-1.1","6,0908","-2.2","6,1210","-5.0","6,1213","","","","","0.0","6,0427","-2.8","6,0404","-4.4","6,0403","","","1565.4","","1565.4","6","920.4",",6","","","14.57","6","23.71","6","5.44","6"
"USC00043875","1902","38.62136","-122.85814","53.0","HEALDSBURG, CA US","205.4","","205.4","6","","","","","","","","","0","6","33","6","0","6","186","6","40","6","-3.9","6,0127,","","","","","","","38.9","6,0831,+","0.0","6,1121","-2.2","6,1128","","","","","","","-0.6","6,0324","-2.8","6,0128","","","","","1690.5","","1690.5","6","","","","","14.08","6","21.83","6","6.32","6"
"USC00043875","1903","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","","","","","0","6","203","6","73","6","","","","","","","","","43.9","6,0606,","","","","","","","","","","","","","","","","","","","1749.1","","1749.1","6","","","","","","","23.47","6","",""
"USC00043875","1905","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1318.2","","1318.2","6","","","","","","","","","",""
"USC00043875","1909","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","","","","","0","6","200","6","63","6","","","","","","","","","41.1","6,0712,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.40","6","",""
"USC00043875","1910","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1649.7","","1649.7","6","","","","","","","","","",""
"USC00043875","1911","38.62136","-122.85814","53.0","HEALDSBURG, CA US","177.4","","177.4","6","","","","","","","","","0","6","47","6","0","6","201","6","41","6","-3.3","6,1226,","","","","","","","40.0","6,0701,","0.0","6,1111","-2.2","6,1123","","","","","","","-0.6","6,0414","-2.2","6,0215","","","","","","","","","","","","","13.96","6","22.23","6","5.68","6"
"USC00043875","1912","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","0","6","20","6","","","","","","","-6.7","6,1223,","","","","","","","","","0.0","6,1201","-6.7","6,1223","-6.7","6,1223","-6.7","6,1223","","","-0.6","6,0321","-2.2","6,0105","","","","","","","","","","","","","","","","","6.75","6"
"USC00043875","1913","38.62136","-122.85814","53.0","HEALDSBURG, CA US","","","","","","","","","","","","","","","","","0","6","207","6","72","6","","","","","","","","","46.1","6,0711,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.99","6","",""
