"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00093271","1901","33.26306","-84.28417","284.7","EXPERIMENT, GA US","954.8","","954.8","6","","","","","","","","","0","6","51","6","4","6","192","6","48","6","-13.3","6,1221,","","","","","","","37.2","6,0712,","-2.8","6,1116","-2.8","6,1116","-4.4","6,1117","-8.3","6,1214","-10.6","6,1215","-1.7","6,0317","-6.1","6,0307","-6.1","6,0307","-7.2","6,0306","","","1548.8","","1548.8","6","","","","","16.07","6","21.64","6","10.51","6","",""
"USC00093271","1902","33.26306","-84.28417","284.7","EXPERIMENT, GA US","1118.3","","1118.3","6","83","6","63","6","","","","","0","6","44","6","0","6","208","6","78","6","-10.0","6,1227,","","","","","187.2",",6,0227,","38.3","6,0702,","-3.3","6,1128","-3.3","6,1128","-7.2","6,1226","-7.2","6,1226","-10.0","6,1227","-3.9","6,0319","-3.9","6,0319","-5.0","6,0318","-8.3","6,0212","-8.9","6,0205","1731.7","","1731.7","6","1195.3",",6","","","16.92","6","22.41","6","11.42","6","",""
"USC00093271","1903","33.26306","-84.28417","284.7","EXPERIMENT, GA US","876.8","","876.8","6","96","6","74","6","","","","","0","6","55","6","0","6","208","6","45","6","-10.0","6,0218,","","","","","136.4",",6,0207,","35.6","6,0827,+","-1.1","6,1025","-7.2","6,1119","-7.2","6,1119","-7.2","6,1119","","","-0.6","6,0302","-2.8","6,0222","-6.7","6,0219","-6.7","6,0219","-10.0","6,0218","1454.3","","1454.3","6","1238.8",",6","","","16.08","6","21.48","6","10.68","6","",""
"USC00093271","1904","33.26306","-84.28417","284.7","EXPERIMENT, GA US","964.2","","964.2","6","72","6","58","6","","","","","0","6","46","6","0","6","209","6","51","6","-8.9","6,0105,","","","","","94.5",",6,0807,","35.6","6,0720,","-0.6","6,1114","-3.3","6,1213","-5.6","6,1229","","","","","-1.1","6,0316","-3.3","6,0213","-5.6","6,0130","-8.3","6,0127","-8.9","6,0105","1803.3","","1803.3","6","760.8",",6","","","16.53","6","22.10","6","10.96","6","",""
"USC00093271","1905","33.26306","-84.28417","284.7","EXPERIMENT, GA US","1114.3","","1114.3","6","93","6","75","6","","","","","0","6","50","6","5","6","216","6","45","6","-12.2","6,0126,+","","","","","66.3",",6,1201,","36.1","6,0806,","-0.6","6,1122","-5.0","6,1204","-5.0","6,1204","","","","","0.0","6,0417","-2.8","6,0218","-11.1","6,0216","-11.1","6,0216","-11.1","6,0216","1563.8","","1563.8","6","1076.5",",6","","","16.79","6","21.88","6","11.70","6","",""
"USC00093271","1906","33.26306","-84.28417","284.7","EXPERIMENT, GA US","1044.1","","1044.1","6","104","6","75","6","","","","","0","6","37","6","1","6","208","6","26","6","-8.9","6,1224,","","","","","88.9",",6,0803,","36.1","6,0701,","0.0","6,1011","-2.8","6,1113","-8.9","6,1224","-8.9","6,1224","-8.9","6,1224","-3.3","6,0321","-3.3","6,0321","-5.6","6,0228","","","","","1536.7","","1536.7","6","1136.7",",6","","","16.97","6","22.10","6","11.83","6","",""
"USC00093271","1907","33.26306","-84.28417","284.7","EXPERIMENT, GA US","1008.0","","1008.0","6","","","","","","","","","0","6","31","6","0","6","222","6","36","6","-5.0","6,1205,","","","","","","","36.1","6,0724,","0.0","6,1113","-2.2","6,1114","-5.0","6,1205","","","","","0.0","6,0415","-2.2","6,0215","-4.4","6,0206","","","","","1238.3","","1238.3","6","","","","","17.41","6","22.74","6","12.09","6","",""
"USC00093271","1908","33.26306","-84.28417","284.7","EXPERIMENT, GA US","","","","","","","","","","","","","","","","","0","6","230","6","33","6","","","","","","","","","35.6","6,0815,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.85","6","","","",""
"USC00093271","1909","33.26306","-84.28417","284.7","EXPERIMENT, GA US","872.1","","872.1","6","88","6","76","6","","","","","0","6","42","6","1","6","236","6","21","6","-13.9","6,0131,","","","","","57.7",",6,0312,","34.4","6,0829,","0.0","6,1025","-2.2","6,1119","-7.2","6,1210","-7.2","6,1210","-9.4","6,1223","-0.6","6,0316","-3.3","6,0217","-10.6","6,0201","-10.6","6,0201","-10.6","6,0201","1273.2","","1273.2","6","1054.6",",6","","","16.85","6","22.82","6","10.87","6","",""
"USC00093271","1910","33.26306","-84.28417","284.7","EXPERIMENT, GA US","951.7","","951.7","6","88","6","72","6","","","","","0","6","47","6","0","6","227","6","20","6","-9.4","6,0213,","","","","","43.2",",6,0128,","34.4","6,0907,","-0.6","6,1029","-3.3","6,1201","-4.4","6,1202","","","","","-3.3","6,0316","-3.3","6,0316","-5.0","6,0219","-9.4","6,0213","-9.4","6,0213","1511.2","","1511.2","6","935.5",",6","","","16.63","6","22.35","6","10.91","6","",""
