"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00053819","1997","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","","","663.1","","663.1","M","","","","","","","0","M","59","M","1","M","201","M","27","M","-10.0","M,0117,","","","","","35.0","M,0703,","0.0","M,1023","-3.3","M,1116","-6.1","M,1117","-7.8","M,1207","","","-0.6","M,0418","-2.2","M,0218","-4.4","M,0216","-9.4","M,0118","-9.4","M,0118","1696.6","","1696.6","M","","","15.34","M","21.69","M","8.99","M","","","","","","","",""
"USW00053819","1998","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","","","970.1","","970.1","W","","","","","","","0","W","51","W","0","W","231","W","65","W","-8.9","W,0101,","","","","","36.1","W,0719,","-1.1","W,1023","-3.3","W,1107","-6.7","W,1218","-6.7","W,1218","","","-1.7","M,0323","-3.3","M,0314","-7.2","M,0313","-7.2","M,0313","-8.9","M,0101","1771.6","","1771.6","W","","","16.81","W","23.36","W","10.27","W","","","","","","","",""
"USW00053819","1999","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.8","W","806.6","","806.6","W","124","W","60","W","","","0","W","74","W","2","W","231","W","49","W","-12.8","W,0105,","","","86.9",",W,0603,","37.8","W,0819,","-0.6","W,1024","-2.2","W,1103","-6.7","W,1201","-6.7","W,1201","","","0.0","W,0419","-2.2","W,0316","-4.4","W,0305","-6.7","W,0214","-10.6","W,0106","1479.3","","1479.3","W","1051.7",",W","16.08","W","23.24","W","8.92","W","270","W","280","W","18.3","W","23.2","W"
"USW00053819","2000","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.8","W","832.6","","832.6","W","135","W","65","W","","","0","W","79","W","1","W","230","W","57","W","-11.1","W,1223,","","","48.0",",W,0109,","37.2","W,0818,+","-1.1","W,1010","-3.9","W,1115","-6.1","W,1121","-8.3","W,1122","-10.6","W,1220","-1.1","W,0410","-3.9","W,0313","-5.6","W,0207","-8.9","W,0206","-8.9","W,0206","1634.7","","1634.7","W","939.2",",W","15.61","W","22.73","W","8.49","W","340","W","320","W","14.8","W","21.0","W"
"USW00053819","2001","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.6","W","735.8","","735.8","W","131","W","75","W","","","0","W","73","W","0","W","235","W","14","W","-12.8","W,0103,","","","64.8",",W,0312,","33.9","W,0824,","-1.1","W,1018","-2.2","W,1027","-5.0","W,1028","-7.2","W,1226","","","-1.7","W,0419","-5.0","W,0328","-5.0","W,0328","-9.4","W,0126","-9.4","W,0126","1904.5","","1904.5","W","939.4",",W","15.73","W","22.74","W","8.72","W","320","W","320","W","13.9","W","17.4","W"
"USW00053819","2002","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","","","939.2","","939.2","W","141","W","73","W","","","0","W","83","W","0","W","211","W","49","W","-11.1","W,0228,","","","65.5",",W,1013,","35.6","W,0905,+","0.0","W,1108","-3.3","W,1118","-5.6","W,1128","-6.7","W,1202","","","-0.6","W,0407","-2.2","W,0324","-5.0","W,0323","-8.9","W,0305","-8.9","W,0305","1614.5","","1614.5","W","1200.3",",W","16.22","W","22.81","W","9.64","W","150","W","300","W","19.2","W","22.8","W"
"USW00053819","2003","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.8","W","744.5","","744.5","W","173","W","80","W","","","0","W","71","W","0","W","227","W","10","W","-12.8","W,0124,","","","73.9",",W,0701,","32.8","W,0828,+","-1.1","W,1114","-3.9","W,1125","-6.7","W,1130","-6.7","W,1130","","","-0.6","W,0401","-2.2","W,0219","-4.4","W,0211","-7.8","W,0128","-12.8","W,0124","1717.2","","1717.2","W","1420.6",",W","15.69","W","22.08","W","9.30","W","300","W","300","W","14.8","W","21.0","W"
"USW00053819","2004","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.5","W","802.9","","802.9","W","166","W","71","W","","","0","W","79","W","0","W","232","W","25","W","-8.9","W,1220,+","","","85.6",",W,0916,","34.4","W,0724,","-0.6","W,1110","-2.8","W,1115","-6.1","W,1215","-8.9","W,1216","-8.9","W,1216","0.0","W,0401","-5.6","W,0323","-5.6","W,0323","-6.7","W,0121","","","1784.5","","1784.5","W","1147.3",",W","15.86","W","22.32","W","9.39","W","310","W","120","W","17.0","W","70.6","W"
"USW00053819","2005","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.7","B","867.0","","867.0","B","171","B","84","B","","","0","B","78","B","2","B","219","B","27","B","-11.7","B,0124,","","","126.2",",B,0711,","35.0","B,0821,","-0.6","B,1026","-4.4","B,1118","-4.4","B,1118","-6.7","B,1210","-8.9","B,1223","-1.1","W,0425","-2.2","W,0306","-4.4","W,0304","-11.7","W,0124","-11.7","W,0124","1621.1","","1621.1","B","1501.3",",B","15.95","B","22.50","B","9.40","B","330","B","340","B","16.5","B","20.6","B"
"USW00053819","2006","33.35528","-84.56694","243.2","PEACHTREE CITY FALCON FIELD, GA US","1.6","W","875.1","","875.1","W","138","W","62","W","","","0","W","76","W","0","W","226","W","52","W","-10.5","W,1209,","","","67.1",",W,1115,","36.1","W,0719,+","0.0","W,1014","-4.9","W,1104","-4.9","W,1104","-7.7","W,1208","-10.5","W,1209","-3.8","W,0327","-3.8","W,0327","-6.6","W,0214","","","","","1654.5","","1654.5","W","972.4",",W","16.21","W","23.18","W","9.23","W","190","W","300","W","20.1","W","46.9","W"
