"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0005J42S","1981","40.04","-105.54","3020.6","NIWOT, CO US","","","","","114","T","114","T","","","","","","","","","","","","","","","","","45.7",",T,0603,","","","","","","","","","","","","","","","","","","","","","","","","","","","798.7",",T","","","","","",""
"USS0005J42S","1982","40.04","-105.54","3020.6","NIWOT, CO US","","","","","128","T","128","T","","","","","","","","","","","","","","","","","61.0",",T,0512,","","","","","","","","","","","","","","","","","","","","","","","","","","","874.4",",T","","","","","",""
"USS0005J42S","1983","40.04","-105.54","3020.6","NIWOT, CO US","","","","","147","T","147","T","","","","","","","","","","","","","","","","","30.5",",T,1224,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1116.0",",T","","","","","",""
"USS0005J42S","1984","40.04","-105.54","3020.6","NIWOT, CO US","","","","","134","T","134","T","","","","","","","","","","","","","","","","","61.0",",T,0420,","","","","","","","","","","","","","","","","","","","","","","","","","","","890.0",",T","","","","","",""
"USS0005J42S","1985","40.04","-105.54","3020.6","NIWOT, CO US","","","","","116","T","116","T","","","","","","","","","","","","","","","","","33.0",",T,0625,+","","","","","","","","","","","","","","","","","","","","","","","","","","","747.9",",T","","","","","",""
"USS0005J42S","1986","40.04","-105.54","3020.6","NIWOT, CO US","","","","","132","T","132","T","","","","","","","","","","","","","","","","","76.2",",T,0402,","","","","","","","","","","","","","","","","","","","","","","","","","","","912.7",",T","","","","","",""
"USS0005J42S","1987","40.04","-105.54","3020.6","NIWOT, CO US","","","","","123","T","123","T","","","","","","","","","","","","","","","","","38.1",",T,0629,","","","","","","","","","","","","","","","","","","","","","","","","","","","806.4",",T","","","","","",""
"USS0005J42S","1988","40.04","-105.54","3020.6","NIWOT, CO US","","","","","111","T","111","T","","","","","","","","","","","","","","","","","43.2",",T,0417,","","","","","","","","","","","","","","","","","","","","","","","","","","","717.4",",T","","","","","",""
"USS0005J42S","1989","40.04","-105.54","3020.6","NIWOT, CO US","","","","","129","T","129","T","","","","","","","","","","","","","","","","","35.6",",T,0729,","","","","","","","","","","","","","","","","","","","","","","","","","","","783.1",",T","","","","","",""
"USS0005J42S","1990","40.04","-105.54","3020.6","NIWOT, CO US","","","","","146","T","146","T","","","","","","","72","T","35","T","0","T","","","","","48.3",",T,0306,","28.9","T,0702,","","","","","","","","","","","","","","","","","","","","","","","","","843.6",",T","","","9.07","T","",""
"USS0005J42S","1991","40.04","-105.54","3020.6","NIWOT, CO US","","","","","130","T","130","T","","","","","","","72","T","25","T","0","T","","","","","33.0",",T,0803,","25.7","T,0717,","","","","","","","","","","","","","","","","","","","","","","","","","820.9",",T","","","8.67","T","",""
"USS0005J42S","1992","40.04","-105.54","3020.6","NIWOT, CO US","","","","","138","T","138","T","","","","","","","71","T","24","T","0","T","","","","","35.6",",T,0308,","25.3","T,0706,","","","","","","","","","","","","","","","","","","","","","","","","","731.3",",T","","","8.89","T","",""
"USS0005J42S","1993","40.04","-105.54","3020.6","NIWOT, CO US","","","","","160","T","160","T","","","","","","","","","","","","","","","","","30.5",",T,0617,+","","","","","","","","","","","","","","","","","","","","","","","","","","","824.9",",T","","","","","",""
"USS0005J42S","1994","40.04","-105.54","3020.6","NIWOT, CO US","","","","","138","T","138","T","","","","","","","","","","","","","","","","","20.3",",T,0326,","","","","","","","","","","","","","","","","","","","","","","","","","","","675.5",",T","","","","","",""
"USS0005J42S","1995","40.04","-105.54","3020.6","NIWOT, CO US","0.0","","0.0","T","162","T","162","T","","","20","T","277","T","68","T","47","T","0","T","-25.4","T,0121,","","","40.6",",T,0517,","28.7","T,0729,","-1.6","T,0801","-7.6","T,0920","-7.6","T,0920","-7.6","T,0920","-11.6","T,0921","-1.0","T,0731","-2.3","T,0625","-4.6","T,0525","-8.4","T,0427","-10.3","T,0426","5987.8","","5987.8","T","1191.8",",T","1.84","T","8.34","T","-4.67","T"
"USS0005J42S","1996","40.04","-105.54","3020.6","NIWOT, CO US","","","","","152","T","152","T","","","","","","","","","","","","","","","","","30.5",",T,0524,","","","","","","","","","","","","","","","","","","","","","","","","","","","937.6",",T","","","","","",""
"USS0005J42S","1997","40.04","-105.54","3020.6","NIWOT, CO US","0.0","","0.0","T","151","T","151","T","","","29","T","241","T","87","T","40","T","0","T","-30.3","T,0112,+","","","61.0",",T,0424,","28.1","T,0716,","-0.8","T,0812","-2.6","T,0925","-6.0","T,1009","-10.5","T,1012","-10.5","T,1012","-0.7","T,0705","-2.4","T,0526","-5.9","T,0509","-9.0","T,0502","-9.0","T,0502","5985.8","","5985.8","T","968.1",",T","1.65","T","8.40","T","-5.11","T"
"USS0005J42S","1998","40.04","-105.54","3020.6","NIWOT, CO US","1.6","","1.6","T","144","T","144","T","","","17","T","253","T","76","T","41","T","0","T","-25.0","T,1219,","","","38.1",",T,0318,","29.4","T,0719,","-1.4","T,0828","-2.3","T,0920","-5.4","T,1004","-6.9","T,1005","-9.8","T,1103","-1.8","T,0625","-2.2","T,0618","-5.5","T,0606","-7.1","T,0509","-11.6","T,0427","5924.2","","5924.2","T","807.9",",T","2.15","T","8.99","T","-4.69","T"
"USS0005J42S","1999","40.04","-105.54","3020.6","NIWOT, CO US","0.6","","0.6","T","145","T","145","T","","","11","T","260","T","71","T","31","T","0","T","-25.2","T,0129,","","","48.3",",T,0730,","26.0","T,0707,","-1.2","T,0803","-2.2","T,0912","-6.2","T,0921","-10.4","T,0928","-10.4","T,0928","-2.0","T,0613","-2.3","T,0605","-6.9","T,0517","-6.9","T,0517","-9.7","T,0511","5773.0","","5773.0","T","973.4",",T","2.42","T","9.24","T","-4.39","T"
"USS0005J42S","2000","40.04","-105.54","3020.6","NIWOT, CO US","1.1","","1.1","T","136","T","136","T","","","13","T","242","T","82","T","70","T","0","T","-23.2","T,0201,","","","27.9",",T,0315,","27.7","T,0809,","-0.4","T,0919","-2.2","T,0920","-6.3","T,0922","-7.3","T,0923","-10.6","T,0924","0.0","T,0628","-3.9","T,0519","-10.7","T,0513","-10.7","T,0513","-10.7","T,0513","5530.3","","5530.3","T","685.9",",T","2.66","T","9.63","T","-4.30","T"
"USS0005J42S","2001","40.04","-105.54","3020.6","NIWOT, CO US","0.3","","0.3","T","136","T","136","T","","","12","T","242","T","70","T","60","T","0","T","-25.7","T,1128,+","","","30.5",",T,0908,+","28.6","T,0705,","-2.2","T,0907","-2.2","T,0907","-5.3","T,0908","-7.8","T,1005","-10.5","T,1024","-0.2","T,0620","-3.6","T,0614","-9.8","T,0521","-9.8","T,0521","-9.8","T,0521","5788.1","","5788.1","T","721.1",",T","2.84","T","9.83","T","-4.16","T"
"USS0005J42S","2002","40.04","-105.54","3020.6","NIWOT, CO US","0.3","","0.3","T","","","","","","","27","T","259","T","75","T","65","T","0","T","-25.8","T,0131,","","","","","28.2","T,0731,+","-1.4","T,0810","-4.1","T,0919","-8.2","T,1013","-8.2","T,1013","-9.4","T,1022","-0.4","T,0712","-2.5","T,0613","-6.2","T,0524","-8.5","T,0513","-11.1","T,0509","5634.9","","5634.9","T","","","2.25","T","9.49","T","-5.00","T"
"USS0005J42S","2003","40.04","-105.54","3020.6","NIWOT, CO US","5.7","","5.7","T","","","","","","","13","T","250","T","70","T","60","T","0","T","-22.6","T,1123,","","","","","30.1","T,0724,","-0.1","T,0830","-5.8","T,0913","-5.8","T,0913","-8.4","T,1024","-10.7","T,1025","-0.4","T,0628","-2.3","T,0627","-4.6","T,0521","-6.9","T,0511","-10.1","T,0421","5814.1","","5814.1","T","","","2.83","T","9.77","T","-4.10","T"
"USS0005J42S","2004","40.04","-105.54","3020.6","NIWOT, CO US","0.0","","0.0","T","144","T","144","T","","","20","T","271","T","66","T","33","T","0","T","-30.8","T,0212,","","","35.6",",T,0716,","26.7","T,0712,","-0.5","T,0809","-3.3","T,0828","-7.2","T,0922","-7.2","T,0922","-20.5","T,1101","0.0","T,0726","-3.4","T,0622","-5.0","T,0530","-11.4","T,0501","-11.4","T,0501","5593.9","","5593.9","T","937.1",",T","2.13","T","9.05","T","-4.79","T"
"USS0005J42S","2005","40.04","-105.54","3020.6","NIWOT, CO US","","","","","136","T","136","T","","","","","","","","","","","","","","","","","40.6",",T,0410,","","","","","","","","","","","","","","","","","","","","","","","5857.7","","5857.7","","779.5",",T","","","","","",""
"USS0005J42S","2006","40.04","-105.54","3020.6","NIWOT, CO US","","","","","125","T","125","T","","","","","","","","","","","","","","","","","50.8",",T,1220,","","","","","","","","","","","","","","","","","","","","","","","","","","","774.8",",T","","","","","",""
"USS0005J42S","2007","40.04","-105.54","3020.6","NIWOT, CO US","","","","","100","T","100","T","","","19","T","228","T","","","","","","","-26.7","T,0114,","","","22.9",",T,0727,+","","","-0.8","T,0910","-2.3","T,0911","-5.7","T,1017","-9.5","T,1021","-9.5","T,1021","-2.6","T,0608","-2.6","T,0608","-5.1","T,0524","-8.0","T,0507","-10.0","T,0425","","","","","592.7",",T","","","","","-2.84","T"
"USS0005J42S","2008","40.04","-105.54","3020.6","NIWOT, CO US","0.0","","0.0","T","103","T","103","T","318","","19","T","226","T","79","T","38","T","0","T","-23.7","T,0116,","1295",",T,0416,+","20.3",",T,0513,","26.7","T,0801,","-0.1","T,0903","-5.0","T,1012","-5.0","T,1012","-8.8","T,1013","-10.3","T,1105","-0.7","T,0613","-3.4","T,0516","-11.6","T,0503","-11.6","T,0503","-11.6","T,0503","5768.9","","5768.9","T","490.4",",T","2.39","T","8.28","T","-3.51","T"
