"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1FLLK0005","2008","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","123","N","81","N","0","N","0",",N,1231,+","240.5",",N,0822,","1605.7",",N","0",",N"
"US1FLLK0005","2009","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","130","N","82","N","","","","","105.7",",N,0520,","1520.1",",N","",""
"US1FLLK0005","2010","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","113","N","78","N","","","","","103.6",",N,0312,","1362.8",",N","",""
"US1FLLK0005","2011","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","104","N","70","N","","","","","97.0",",N,0401,","1259.7",",N","",""
"US1FLLK0005","2012","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","123","N","74","N","","","","","106.9",",N,0625,","1223.8",",N","",""
"US1FLLK0005","2013","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","149","N","94","N","","","","","71.6",",N,0504,","1358.4",",N","",""
"US1FLLK0005","2014","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","154","N","88","N","","","","","104.4",",N,1126,","1664.7",",N","",""
"US1FLLK0005","2015","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","142","N","86","N","","","","","117.9",",N,0718,","1292.9",",N","",""
"US1FLLK0005","2016","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","127","N","77","N","","","","","100.3",",N,1007,","1297.9",",N","",""
"US1FLLK0005","2017","28.799","-81.535","27.4","MOUNT PLYMOUTH 0.2 WSW, FL US","135","N","84","N","","","","","288.5",",N,0911,","1790.6",",N","",""
