"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013920","1953","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","1024.9","","1024.9","X","81","X","49","X","14","","7","X","1","X","103","X","10","X","174","X","75","X","-18.3","X,0116,","178",",X,0304,","130",",X,1107,+","43.9",",X,0516,","41.1","X,0611,","-0.6","X,1105","-3.9","X,1108","-4.4","X,1212","-6.7","X,1216","-15.0","X,1222","-2.8","X,0420","-2.8","X,0420","-6.1","X,0307","-11.1","X,0304","-11.1","X,0304","2802.6","","2802.6","X","573.6",",X","641",",X","14.09","X","19.98","X","8.20","X","","","","","","","","","","","",""
"USW00013920","1954","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","1096.3","","1096.3","X","68","X","49","X","2","","3","X","1","X","97","X","14","X","174","X","70","X","-20.6","X,0121,","51",",X,1228,+","51",",X,1227,","50.0",",X,0801,","43.9","X,0713,+","-1.1","X,1030","-2.2","X,1031","-4.4","X,1101","-6.7","X,1102","-10.0","X,1213","0.0","X,0404","-3.3","X,0403","-5.0","X,0330","-8.9","X,0315","-8.9","X,0315","2526.6","","2526.6","X","762.0",",X","122",",X","14.34","X","20.21","X","8.48","X","","","","","","","","","","","",""
"USW00013920","1955","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","933.6","","933.6","X","77","X","53","X","36","","12","X","2","X","115","X","35","X","188","X","61","X","-18.9","X,0212,","229",",X,0205,","127",",X,0118,","36.8",",X,0526,","40.0","X,0730,","-2.2","X,1102","-2.2","X,1102","-4.4","X,1103","-8.3","X,1115","-12.8","X,1116","-5.6","X,0328","-5.6","X,0328","-5.6","X,0328","-7.8","X,0327","-15.6","X,0326","2612.1","","2612.1","X","546.4",",X","651",",X","13.00","X","18.78","X","7.23","X","","","","","","","","","","","",""
"USW00013920","1956","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","1060.4","","1060.4","X","83","X","48","X","26","","10","X","0","X","110","X","30","X","191","X","69","X","-17.2","X,0203,","152",",X,0202,","163",",X,0129,","51.1",",X,0617,","41.7","X,0816,","-1.7","X,1108","-2.2","X,1109","-6.1","X,1116","-7.2","X,1122","-9.4","X,1129","-3.3","X,0424","-3.3","X,0424","-4.4","X,0330","-7.8","X,0313","-11.7","X,0312","2925.3","","2925.3","X","703.6",",X","755",",X","13.70","X","19.76","X","7.65","X","","","","","","","","","","","",""
"USW00013920","1957","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","711.4","","711.4","X","112","X","63","X","17","","4","X","0","X","106","X","24","X","158","X","38","X","-16.7","X,0110,","76",",X,0325,+","99",",X,0325,","117.6",",X,0710,","37.8","X,0728,","-1.7","X,1025","-3.9","X,1026","-5.0","X,1122","-6.7","X,1130","-9.4","X,1210","-2.8","X,0413","-2.8","X,0413","-4.4","X,0412","-7.8","X,0308","-8.9","X,0222","2721.6","","2721.6","X","1079.2",",X","357",",X","12.46","X","17.50","X","7.42","X","","","","","","","","","","","",""
"USW00013920","1958","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","708.3","","708.3","X","95","X","66","X","30","","9","X","1","X","108","X","42","X","172","X","32","X","-18.3","X,0216,","254",",X,0122,","130",",X,0120,","121.2",",X,1007,","37.2","X,0829,","-1.1","X,1117","-2.2","X,1118","-7.8","X,1126","-7.8","X,1126","-10.6","X,1128","0.0","X,0407","-2.8","X,0321","-4.4","X,0316","-7.8","X,0302","-12.2","X,0219","2916.8","","2916.8","X","998.9",",X","702",",X","12.19","X","17.54","X","6.83","X","","","","","338","X","","","","","26.2","X"
"USW00013920","1959","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","743.7","","743.7","X","97","X","56","X","30","","8","X","5","X","123","X","30","X","166","X","40","X","-24.4","X,0104,","152",",X,0123,+","152",",X,0412,","40.6",",X,1004,","36.1","X,0828,+","0.0","X,1018","-9.4","X,1105","-9.4","X,1105","-9.4","X,1105","-9.4","X,1105","-2.8","X,0413","-2.8","X,0413","-6.1","X,0322","-12.2","X,0220","-12.2","X,0220","2876.5","","2876.5","X","738.9",",X","656",",X","12.01","X","17.71","X","6.31","X","","","","","360","X","","","","","25.7","X"
"USW00013920","1960","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","697.9","","697.9","X","98","X","62","X","56","","14","X","5","X","130","X","54","X","177","X","36","X","-18.9","X,0304,","610",",X,0317,+","239",",X,0314,","42.2",",X,0825,","38.9","X,0805,","-0.6","X,1019","-4.4","X,1020","-4.4","X,1020","-10.0","X,1110","-10.0","X,1110","0.0","X,0410","-3.3","X,0326","-8.3","X,0325","-8.3","X,0325","-10.0","X,0323","3325.4","","3325.4","X","688.3",",X","1393",",X","11.51","X","17.04","X","5.98","X","","","","","225","X","","","","","29.3","X"
"USW00013920","1961","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","615.1","","615.1","X","97","X","62","X","30","","8","X","6","X","127","X","29","X","152","X","30","X","-22.8","X,1213,","127",",X,1225,+","94",",X,0409,","69.1",",X,1010,","37.8","X,0718,","-1.7","X,1026","-3.9","X,1103","-5.0","X,1205","-8.9","X,1209","-8.9","X,1209","-1.1","X,0416","-2.2","X,0402","-6.1","X,0225","-10.0","X,0219","-10.0","X,0219","2883.6","","2883.6","X","1072.5",",X","434",",X","11.43","X","16.98","X","5.87","X","","","","","","","","","","","",""
"USW00013920","1962","38.95028","-95.66389","325.2","TOPEKA FORBES FIELD, KS US","","","748.7","","748.7","X","93","X","53","X","33","","5","X","12","X","111","X","34","X","169","X","27","X","-22.2","X,0120,","229",",X,0121,+","94",",X,0105,","79.8",",X,0528,","38.9","X,0819,","-0.6","X,1025","-2.2","X,1104","-5.0","X,1105","-6.7","X,1206","-9.4","X,1210","-0.6","X,0416","-2.2","X,0415","-5.0","X,0402","-6.7","X,0316","-12.8","X,0306","3223.9","","3223.9","X","784.5",",X","327",",X","12.06","X","17.53","X","6.59","X","","","","","","","","","","","",""
