"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00515004","1982","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","112.5","","112.5","0","120","0","74","0","0","","0","0","0","0","0","0","0","0","303","0","0","0","3.9","0,0131,","0",",0,1231,+","0",",0,1231,+","175.3",",0,0621,","26.1","0,0731,","527.8","","527.8","0","1590.4",",0","0",",0","17.30","0","22.42","0","12.18","0"
"USC00515004","1983","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","15.0","","15.0","0","","","","","0","","0","0","0","0","0","0","0","0","253","0","0","0","5.0","0,1220,+","0",",0,1231,+","0",",0,1231,+","","","26.1","0,0619,","607.0","","607.0","0","","","0",",0","16.32","0","21.63","0","11.01","0"
"USC00515004","1984","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","33.1","","33.1","0","","","","","0","","0","0","0","0","0","0","0","0","303","0","0","0","6.1","0,0119,","0",",0,1231,+","0",",0,1231,+","","","25.0","0,1031,+","514.1","","514.1","0","","","0",",0","17.17","0","22.42","0","11.92","0"
"USC00515004","1985","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","111.2","","111.2","0","86","0","54","0","0","","0","0","0","0","0","0","0","0","267","0","0","0","5.6","0,0101,","0",",0,1231,+","0",",0,1231,+","78.2",",0,1128,","27.2","0,1119,+","490.3","","490.3","0","1036.4",",0","0",",0","17.09","0","22.00","0","12.18","0"
"USC00515004","1986","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","175.4","","175.4","0","96","0","50","0","0","","0","0","0","0","0","0","0","0","311","0","0","0","7.8","0,0218,","0",",0,1231,+","0",",0,1231,+","56.6",",0,0216,","27.8","0,0306,","362.3","","362.3","0","762.3",",0","0",",0","17.97","0","22.57","0","13.37","0"
"USC00515004","1987","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","123.8","","123.8","0","109","0","47","0","0","","0","0","0","0","0","0","0","0","220","0","0","0","7.2","0,0206,+","0",",0,1231,+","0",",0,1231,+","119.4",",0,1213,","26.7","0,0908,","560.3","","560.3","0","763.0",",0","0",",0","17.19","0","21.48","0","12.91","0"
"USC00515004","1988","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","102.8","","102.8","0","95","0","39","0","0","","0","0","0","0","0","0","0","0","247","0","0","0","8.9","0,1219,+","0",",0,1231,+","0",",0,1231,+","178.8",",0,1207,","26.7","0,0729,","393.0","","393.0","0","887.3",",0","0",",0","17.51","0","21.85","0","13.17","0"
"USC00515004","1989","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","64.3","","64.3","0","119","0","75","0","0","","0","0","0","0","0","0","0","0","213","0","0","0","8.3","0,1219,+","0",",0,1231,+","0",",0,1231,+","119.4",",0,1009,","28.3","0,1003,","394.1","","394.1","0","1246.5",",0","0",",0","17.20","0","21.33","0","13.06","0"
"USC00515004","1990","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","104.2","","104.2","0","89","0","45","0","0","","0","0","0","0","0","0","0","0","229","0","0","0","5.6","0,0302,","0",",0,1231,+","0",",0,1231,+","83.8",",0,1124,","26.7","0,0918,","543.2","","543.2","0","806.3",",0","0",",0","17.29","0","21.63","0","12.96","0"
"USC00515004","1991","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","73.0","","73.0","0","88","0","39","0","0","","0","0","0","0","0","0","0","0","245","0","0","0","7.8","0,0226,+","0",",0,1231,+","0",",0,1231,+","92.2",",0,0128,","27.8","0,1015,","478.5","","478.5","0","495.7",",0","0",",0","17.24","0","21.88","0","12.60","0"
"USC00515004","1992","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","133.6","","133.6","0","95","0","51","0","0","","0","0","0","0","0","0","0","0","254","0","0","0","7.2","0,0210,+","0",",0,1231,+","0",",0,1231,+","78.7",",0,0115,","26.1","0,0220,","457.2","","457.2","0","783.5",",0","0",",0","17.49","0","21.91","0","13.07","0"
"USC00515004","1993","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","106.4","","106.4","0","70","0","39","0","0","","0","0","0","0","0","0","0","0","210","0","0","0","7.2","0,0316,+","0",",0,1231,+","0",",0,1231,+","152.4",",0,1026,","27.8","0,0817,","550.7","","550.7","0","730.5",",0","0",",0","16.84","0","21.18","0","12.51","0"
"USC00515004","1994","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","157.7","","157.7","0","68","0","46","0","0","","0","0","0","0","0","0","0","0","242","0","0","0","8.3","0,0428,+","0",",0,1231,+","0",",0,1231,+","57.2",",0,0919,","26.7","0,0727,+","509.6","","509.6","0","583.8",",0","0",",0","17.50","0","21.68","0","13.31","0"
"USC00515004","1995","20.7009","-156.3562","923.5","KULA HOSPITAL 267, HI US","150.6","","150.6","0","66","0","32","0","0","","0","0","0","0","0","0","0","0","259","0","0","0","7.2","0,0213,+","0",",0,1231,+","0",",0,1231,+","118.4",",0,1231,","26.1","0,1103,+","437.8","","437.8","0","659.3",",0","0",",0","17.75","0","21.96","0","13.53","0"
