"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00045866","1960","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","3.9","","3.9","0","48","0","30","0","0","","0","0","0","0","5","0","0","0","49","0","0","0","-1.1","0,0101,","0",",0,1231,+","0",",0,1231,+","37.8",",0,0201,","29.4","0,0904,","0.0","0,1207","","","","","-0.6","0,0105","","","","","1631.8","","1631.8","0","382.9",",0","0",",0","12.99","0","17.76","0","8.21","0"
"USC00045866","1961","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","41.8","","41.8","0","30","0","17","0","0","","0","0","0","0","0","0","0","0","57","0","4","0","0.6","0,1209,","0",",0,1231,+","0",",0,1231,+","32.3",",0,0126,","36.7","0,1015,","","","","","","","","","","","","","1917.6","","1917.6","0","167.9",",0","0",",0","13.40","0","18.16","0","8.63","0"
"USC00045866","1962","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","17.6","","17.6","0","45","0","27","0","0","","0","0","0","0","7","0","0","0","53","0","1","0","-1.1","0,1227,+","0",",0,1231,+","0",",0,1231,+","78.2",",0,1216,","34.4","0,0828,","-1.1","0,1227","","","","","-1.1","0,0228","","","","","1969.8","","1969.8","0","457.5",",0","0",",0","12.96","0","17.47","0","8.44","0"
"USC00045866","1963","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","10.2","","10.2","0","55","0","32","0","0","","0","0","0","0","4","0","0","0","80","0","0","0","-0.6","0,1201,","0",",0,1231,+","0",",0,1231,+","48.3",",0,0328,","27.2","0,1025,","-0.6","0,1201","","","","","0.0","0,0125","","","","","1814.1","","1814.1","0","510.6",",0","0",",0","13.79","0","18.71","0","8.86","0"
"USC00045866","1964","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","27.6","","27.6","0","50","0","30","0","0","","0","0","0","0","4","0","0","0","36","0","3","0","0.0","0,1122,+","0",",0,1231,+","0",",0,1231,+","35.1",",0,0323,","37.2","0,1021,","0.0","0,1120","","","","","0.0","0,0308","","","","","1878.2","","1878.2","0","372.0",",0","0",",0","12.74","0","17.56","0","7.93","0"
"USC00045866","1965","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","70.1","","70.1","0","56","0","34","0","0","","0","0","0","0","1","0","0","0","50","0","8","0","0.0","0,0101,","0",",0,1231,+","0",",0,1231,+","38.9",",0,1116,","36.7","0,1025,+","","","","","","","0.0","0,0101","","","","","2039.2","","2039.2","0","377.9",",0","0",",0","13.16","0","17.77","0","8.55","0"
"USC00045866","1966","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","48.3","","48.3","0","39","0","19","0","0","","0","0","0","0","2","0","0","0","53","0","5","0","0.0","0,0121,+","0",",0,1231,+","0","T,0,0302,","42.7",",0,1206,","38.3","0,0929,","","","","","","","0.0","0,0121","","","","","1890.4","","1890.4","0","274.5",",0","0","T,0","13.27","0","18.08","0","8.45","0"
"USC00045866","1967","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","44.8","","44.8","0","62","0","38","0","0","","0","0","0","0","2","0","0","0","87","0","2","0","-2.8","0,1215,","0",",0,1231,+","0",",0,1231,+","26.2",",0,0407,","33.3","0,1102,","0.0","0,1214","-2.8","0,1215","","","","","","","","","1914.7","","1914.7","0","418.6",",0","0",",0","13.85","0","18.62","0","9.09","0"
"USC00045866","1968","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","41.3","","41.3","0","42","0","22","0","0","","0","0","0","0","0","0","0","0","68","0","5","0","1.1","0,1221,","0",",0,1231,+","0",",0,1231,+","39.6",",0,1014,","36.7","0,0925,","","","","","","","","","","","","","1412.5","","1412.5","0","346.3",",0","0",",0","14.03","0","18.88","0","9.18","0"
"USC00045866","1969","35.367","-120.8447","36.0","MORRO BAY FIRE DEPARTMENT, CA US","10.6","","10.6","0","62","0","45","0","0","","0","0","0","0","1","0","0","0","65","0","0","0","-2.2","0,0304,","0",",0,1231,+","0",",0,1231,+","66.0",",0,0120,","30.6","0,1008,","","","","","","","-2.2","0,0304","-2.2","0,0304","","","1758.3","","1758.3","0","612.3",",0","0",",0","13.74","0","18.29","0","9.20","0"
