"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00418996","1943","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160.3",",0","0",",0","","","","","","","",""
"USC00418996","1944","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1870.1","","1870.1","0","67","0","61","0","0","","0","0","0","0","14","0","0","0","296","0","148","0","-3.9","0,0109,","0",",0,1231,+","0","T,0,1210,+","91.4",",0,0502,","38.9","0,0818,+","","","-1.7","0,1130","-3.3","0,1211","","","","","","","0.0","0,0330","-3.3","0,0115","","","","","","","637.4","","637.4","0","","","","","1471.9",",0","0","T,0","21.73","0","28.52","0","14.94","0","",""
"USC00418996","1958","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","","","","","87","0","64","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","52.6",",0,0825,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","921.4",",0","0",",0","","","","","","","",""
"USC00418996","1959","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1541.7","","1541.7","0","96","0","71","0","0","","0","0","0","0","16","0","0","0","258","0","91","0","-5.6","0,0105,","0",",0,1231,+","0",",0,1231,+","153.7",",0,1031,","37.2","0,0802,","","","-1.1","0,1107","-2.2","0,1118","","","","","","","-3.3","0,0123","-3.3","0,0123","-5.6","0,0105","","","","","820.1","","820.1","0","","","","","1444.7",",0","0",",0","20.00","0","25.29","0","14.70","0","",""
"USC00418996","1960","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1526.3","","1526.3","0","108","0","78","0","0","","1","0","0","0","19","0","0","0","263","0","97","0","-3.9","0,0121,","0",",0,1231,+","38",",0,0213,","215.4",",0,0626,","36.7","0,0604,","","","0.0","0,1202","-2.2","0,1222","","","","","","","0.0","0,0318","-2.8","0,0226","","","","","","","1013.6","","1013.6","0","","","","","1577.0",",0","38",",0","19.86","0","25.34","0","14.37","0","",""
"USC00418996","1961","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1443.7","","1443.7","0","111","0","59","0","0","","0","0","0","0","13","0","0","0","280","0","84","0","-4.4","0,0130,","0",",0,1231,+","0",",0,1231,+","126.5",",0,0912,","35.6","0,0807,+","","","-0.6","0,1213","-2.2","0,1229","","","","","","","0.0","0,0208","-4.4","0,0130","-4.4","0,0130","","","","","822.8","","822.8","0","","","","","1255.2",",0","0",",0","19.97","0","25.65","0","14.30","0","",""
"USC00418996","1962","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1633.9","","1633.9","0","100","0","59","0","0","","0","0","0","0","14","0","2","0","291","0","106","0","-10.6","0,0112,","0",",0,1231,+","0","T,0,0124,+","53.1",",0,1224,","40.0","0,0814,","","","-2.8","0,1212","-2.8","0,1212","-5.0","0,1213","","","","","0.0","0,0316","-7.2","0,0113","-7.2","0,0113","-7.2","0,0113","-10.6","0,0112","831.4","","831.4","0","","","","","1054.4",",0","0","T,0","20.55","0","26.34","0","14.75","0","38707","0"
"USC00418996","1963","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1690.1","","1690.1","0","77","0","52","0","0","","0","0","0","0","27","0","2","0","278","0","115","0","-8.3","0,0124,","0",",0,1231,+","0",",0,1231,+","78.2",",0,0901,","37.2","0,0815,+","","","0.0","0,1205","-6.1","0,1223","-6.1","0,1223","-7.2","0,1224","","","-0.6","0,0306","-2.2","0,0214","-7.2","0,0125","-7.2","0,0125","","","901.2","","901.2","0","","","","","787.7",",0","0",",0","20.21","0","26.35","0","14.06","0","40669","0"
"USC00418996","1964","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","","","","","101","0","61","0","0","","0","0","0","0","19","0","","","","","","","-9.4","0,0114,","0",",0,1231,+","0",",0,1231,+","72.9",",0,0625,","","","1642.2","0","-0.6","0,1206","-2.8","0,1215","","","","","","","-0.6","0,0310","-2.8","0,0223","-6.1","0,0115","-9.4","0,0114","-9.4","0,0114","1028.3","","1028.3","0","","","     24.61","0,P,N","947.6",",0","0",",0","","","","","14.15","0","43377","0"
"USC00418996","1965","29.4821","-95.6314","21.3","THOMPSONS 3 WSW, TX US","1599.4","","1599.4","0","98","0","61","0","0","","0","0","0","0","11","0","0","0","289","0","92","0","-3.3","0,0304,+","0",",0,1231,+","0",",0,1231,+","119.9",",0,1104,","37.2","0,0729,","","","","","","","","","","","","","0.0","0,0321","-3.3","0,0304","","","","","","","","","","","","","","","1136.2",",0","0",",0","20.70","0","26.47","0","14.92","0","41866","0"
