"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00046569","1924","34.19806","-119.17528","14.9","OXNARD, CA US","18.7","","18.7","6","","","","","","","","","0","6","12","6","0","6","186","6","1","6","-2.2","6,1226,+","","","","","","","32.8","6,0929,","-1.1","6,1217","-2.2","6,1225","-1.7","6,0102","","","1197.9","","1197.9","6","","","","","14.03","6","20.87","6","7.19","6"
"USC00046569","1925","34.19806","-119.17528","14.9","OXNARD, CA US","57.6","","57.6","6","","","","","","","","","0","6","13","6","0","6","225","6","0","6","-1.7","6,0119,+","","","","","","","31.7","6,1026,","","","","","0.0","6,0313","","","1765.0","","1765.0","6","","","","","14.44","6","21.62","6","7.26","6"
"USC00046569","1926","34.19806","-119.17528","14.9","OXNARD, CA US","53.6","","53.6","6","29","6","21","6","","","","","0","6","2","6","0","6","230","6","4","6","-0.6","6,1228,","","","","","67.8",",6,0215,","37.2","6,1005,","-0.6","6,1228","","","0.0","6,0121","","","1123.8","","1123.8","6","448.0",",6","","","15.55","6","21.84","6","9.25","6"
"USC00046569","1927","34.19806","-119.17528","14.9","OXNARD, CA US","45.3","","45.3","6","47","6","31","6","","","","","0","6","0","6","0","6","177","6","2","6","1.1","6,0527,","","","","","55.9",",6,0216,","35.6","6,0516,","","","","","","","","","1365.0","","1365.0","6","430.6",",6","","","14.87","6","20.56","6","9.18","6"
"USC00046569","1928","34.19806","-119.17528","14.9","OXNARD, CA US","24.5","","24.5","6","24","6","13","6","","","","","0","6","3","6","0","6","211","6","0","6","0.0","6,0121,+","","","","","38.6",",6,1212,","29.4","6,0505,","","","","","0.0","6,0121","","","1106.9","","1106.9","6","207.9",",6","","","14.84","6","21.10","6","8.58","6"
"USC00046569","1929","34.19806","-119.17528","14.9","OXNARD, CA US","150.2","","150.2","6","19","6","13","6","","","","","0","6","7","6","0","6","220","6","5","6","-2.2","6,0211,","","","","","35.3",",6,0309,","36.7","6,0917,","-1.1","6,1226","","","0.0","6,0325","-2.2","6,0211","1589.3","","1589.3","6","166.3",",6","","","15.10","6","22.11","6","8.08","6"
"USC00046569","1930","34.19806","-119.17528","14.9","OXNARD, CA US","100.4","","100.4","6","36","6","24","6","","","","","0","6","3","6","0","6","246","6","10","6","-2.2","6,1230,","","","","","40.9",",6,0110,","36.7","6,1006,","-2.2","6,1230","-2.2","6,1230","0.0","6,0110","","","1051.7","","1051.7","6","310.1",",6","","","15.38","6","22.34","6","8.42","6"
"USC00046569","1931","34.19806","-119.17528","14.9","OXNARD, CA US","210.3","","210.3","6","40","6","29","6","","","","","0","6","2","6","0","6","249","6","6","6","-0.6","6,1123,","","","","","45.7",",6,0425,","36.1","6,1029,","-0.6","6,1123","","","","","","","1061.5","","1061.5","6","506.0",",6","","","15.80","6","22.58","6","9.02","6"
"USC00046569","1932","34.19806","-119.17528","14.9","OXNARD, CA US","43.8","","43.8","6","","","","","","","","","0","6","8","6","0","6","200","6","5","6","-1.1","6,1230,+","","","","","","","34.4","6,1118,","-1.1","6,1212","","","0.0","6,0128","","","1445.0","","1445.0","6","","","","","14.44","6","20.75","6","8.12","6"
"USC00046569","1933","34.19806","-119.17528","14.9","OXNARD, CA US","40.4","","40.4","6","32","6","24","6","","","","","0","6","11","6","0","6","132","6","4","6","-1.1","6,0110,+","","","","","72.6",",6,1231,","37.8","6,1017,","","","","","-0.6","6,0418","","","1715.4","","1715.4","6","433.5",",6","","","13.57","6","19.87","6","7.27","6"
"USC00046569","1934","34.19806","-119.17528","14.9","OXNARD, CA US","76.9","","76.9","6","24","6","16","6","","","","","0","6","0","6","0","6","242","6","1","6","1.1","6,0115,","","","","","45.7",",6,1115,","33.3","6,1024,","","","","","","","","","1158.8","","1158.8","6","298.1",",6","","","15.91","6","21.79","6","10.03","6"
