"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00290131","1893","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","735.3","","735.3","0","32","0","19","0","","","1","0","0","0","125","0","0","0","245","0","88","0","-12.8","0,1231,","","","178",",0,0214,","51.3",",0,0928,","41.1","0,0704,","","","0.0","0,1011","-2.2","0,1026","-4.4","0,1102","-8.3","0,1111","-9.4","0,1112","-1.1","0,0429","-2.2","0,0324","-4.4","0,0313","-10.0","0,0216","-10.0","0,0216","","","","","274.1",",0","178",",0","15.02","0","24.95","0","5.09","0","",""
"USC00290131","1894","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","677.5","","677.5","0","28","0","14","0","0","","0","0","0","0","128","0","0","0","251","0","94","0","-16.7","0,0107,","0",",0,1231,+","0",",0,1231,+","18.8",",0,0802,","39.4","0,0704,","","","-0.6","0,1001","-5.0","0,1029","-5.0","0,1029","-7.8","0,1114","-8.9","0,1119","0.0","0,0429","-3.3","0,0326","-4.4","0,0325","-9.4","0,0321","-9.4","0,0321","2129.0","","2129.0","0","113.6",",0","0",",0","14.75","0","25.03","0","4.47","0","",""
"USC00290131","1895","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","646.2","","646.2","0","49","0","22","0","0","","1","0","0","0","119","0","3","0","228","0","87","0","-17.2","0,1229,","0",",0,1231,+","25",",0,0213,","25.1",",0,0709,","38.9","0,0707,","","","-3.3","0,1031","-3.3","0,1031","-4.4","0,1101","-6.7","0,1109","-8.9","0,1206","0.0","0,0409","-2.2","0,0401","-4.4","0,0319","-7.2","0,0302","-11.1","0,0216","1882.1","","1882.1","0","241.1",",0","25",",0","14.10","0","23.69","0","4.52","0","",""
"USC00290131","1896","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","762.9","","762.9","0","38","0","23","0","0","","0","0","0","0","130","0","0","0","244","0","85","0","-12.8","0,0105,","0",",0,1231,+","0",",0,1231,+","27.4",",0,0718,","40.0","0,0616,","","","-1.7","0,1030","-2.2","0,1103","-6.1","0,1105","-9.4","0,1130","-9.4","0,1130","0.0","0,0509","-2.2","0,0419","-5.0","0,0418","-6.7","0,0318","-9.4","0,0306","2171.6","","2171.6","0","203.2",",0","0",",0","15.02","0","25.16","0","4.89","0","",""
"USC00290131","1897","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","664.3","","664.3","0","44","0","24","0","0","","0","0","0","0","138","0","0","0","244","0","73","0","-12.8","0,1206,+","0",",0,1231,+","0",",0,1231,+","20.1",",0,0911,","38.3","0,0624,","","","-1.1","0,1022","-2.2","0,1026","-4.4","0,1103","-6.7","0,1110","-10.0","0,1203","-1.7","0,0410","-5.0","0,0403","-5.0","0,0403","-7.8","0,0324","-9.4","0,0323","1922.6","","1922.6","0","227.2",",0","0",",0","14.65","0","24.49","0","4.82","0","",""
"USC00290131","1898","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","580.5","","580.5","0","50","0","25","0","","","1","0","0","0","138","0","1","0","239","0","85","0","-13.9","0,0122,+","","","107",",0,1209,","37.6",",0,0905,","38.9","0,0729,","","","-6.7","0,1017","-6.7","0,1017","-6.7","0,1017","-6.7","0,1017","-9.4","0,1116","0.0","0,0504","-2.2","0,0330","-5.6","0,0328","-11.1","0,0324","-11.1","0,0324","2011.6","","2011.6","0","285.3",",0","127",",0","14.00","0","24.19","0","3.81","0","",""
"USC00290131","1899","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","","","","","34","0","21","0","0","","0","0","","","","","0","0","250","0","93","0","","","0","T,0,1221,+","18",",0,0206,","30.5",",0,1119,","38.3","0,0902,+","","","","","","","","","","","","","","","","","","","","","","","","","","","245.7",",0","48",",0","","","25.06","0","","","",""
"USC00290131","1900","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","974.5","","974.5","0","34","0","18","0","0","","0","0","0","0","107","0","0","0","251","0","116","0","-11.7","0,0218,","0",",0,1231,+","10",",0,1231,","28.7",",0,0314,","41.1","0,0627,","","","-1.1","0,1022","-6.1","0,1101","-6.1","0,1101","-6.7","0,1126","-10.0","0,1204","0.0","0,0418","-3.3","0,0308","-5.0","0,0307","-6.7","0,0301","-11.7","0,0218","","","","","213.3",",0","10",",0","16.15","0","26.17","0","6.12","0","",""
"USC00290131","1901","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","911.5","","911.5","0","51","0","33","0","1","","2","0","0","0","107","0","0","0","247","0","116","0","-11.7","0,1214,","25",",0,0208,","28",",0,0208,","24.9",",0,1112,","40.6","0,0705,","","","-0.6","0,1104","-2.8","0,1124","-5.0","0,1202","-9.4","0,1209","-9.4","0,1209","-2.2","0,0418","-2.2","0,0418","-5.0","0,0331","-6.7","0,0214","-8.9","0,0119","1738.3","","1738.3","0","303.8",",0","66",",0","16.15","0","25.92","0","6.38","0","",""
"USC00290131","1902","32.28333","-106.75","1193.0","STATE UNIVERSITY, NM US","786.5","","786.5","0","39","0","21","0","1","","1","0","0","0","107","0","0","0","250","0","89","0","-10.6","0,1127,","102",",0,1130,","114",",0,1130,","54.4",",0,0812,","41.1","0,0625,+","","","-1.1","0,1026","-5.6","0,1103","-5.6","0,1103","-10.6","0,1127","-10.6","0,1127","0.0","0,0412","-2.2","0,0410","-6.7","0,0326","-6.7","0,0326","-8.9","0,0305","1641.5","","1641.5","0","277.1",",0","127",",0","15.68","0","25.70","0","5.66","0","",""
