"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00084198","1900","26.55","-80.05","3.0","HYPOLUXO, FL US","2241.0","","2241.0","6","126","6","88","6","","","","","0","6","0","6","0","6","357","6","31","6","0.6","6,0219,","","","","","116.8",",6,0228,","36.7","6,0810,","","","","","","","","","","","","","1485.1",",6","","","24.15","6","27.93","6","20.37","6"
"USC00084198","1901","26.55","-80.05","3.0","HYPOLUXO, FL US","1943.1","","1943.1","6","134","6","106","6","","","","","0","6","0","6","0","6","352","6","36","6","4.4","6,1231,+","","","","","246.6",",6,0612,","33.9","6,0913,+","","","","","","","","","92.5","","92.5","6","2100.4",",6","","","23.25","6","27.96","6","18.54","6"
"USC00084198","1902","26.55","-80.05","3.0","HYPOLUXO, FL US","2036.5","","2036.5","6","98","6","73","6","","","","","0","6","0","6","0","6","343","6","33","6","3.3","6,0212,","","","","","176.5",",6,1024,","35.0","6,0823,+","","","","","","","","","166.8","","166.8","6","1553.8",",6","","","23.51","6","28.02","6","19.01","6"
"USC00084198","1903","26.55","-80.05","3.0","HYPOLUXO, FL US","","","","","107","6","78","6","","","","","","","","","","","","","","","","","","","","","88.9",",6,0120,","","","","","","","","","","","66.2","","66.2","6","1232.2",",6","","","","","","","",""
"USC00084198","1905","26.55","-80.05","3.0","HYPOLUXO, FL US","2060.6","","2060.6","6","","","","","","","","","0","6","2","6","0","6","342","6","24","6","-3.3","6,0126,","","","","","","","33.9","6,0730,+","","","","","0.0","6,0127","-3.3","6,0126","","","","","","","","","23.69","6","27.53","6","19.84","6"
"USC00084198","1906","26.55","-80.05","3.0","HYPOLUXO, FL US","1998.2","","1998.2","6","","","","","","","","","0","6","2","6","0","6","345","6","31","6","-1.1","6,1226,","","","","","","","35.0","6,1006,","0.0","6,1224","","","","","","","85.8","","85.8","6","","","","","23.44","6","27.23","6","19.66","6"
"USC00084198","1907","26.55","-80.05","3.0","HYPOLUXO, FL US","2136.2","","2136.2","6","","","","","","","","","0","6","0","6","0","6","363","6","54","6","6.7","6,0222,","","","","","","","37.2","6,0721,","","","","","","","","","94.4","","94.4","6","","","","","24.03","6","28.56","6","19.49","6"
"USC00084198","1908","26.55","-80.05","3.0","HYPOLUXO, FL US","","","","","","","","","","","","","","","","","0","6","348","6","38","6","","","","","","","","","35.6","6,0718,","","","","","","","","","","","","","","","","","","","28.05","6","",""
"USC00084198","1909","26.55","-80.05","3.0","HYPOLUXO, FL US","2118.9","","2118.9","6","135","6","97","6","","","","","0","6","2","6","0","6","357","6","32","6","-0.6","6,1227,","","","","","149.9",",6,0919,","36.1","6,0819,+","-0.6","6,1227","","","","","","","43.6","","43.6","6","1847.8",",6","","","23.91","6","28.00","6","19.82","6"
"USC00084198","1910","26.55","-80.05","3.0","HYPOLUXO, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.0","","135.0","","","","","","","","","","",""
"USC00084198","1912","26.55","-80.05","3.0","HYPOLUXO, FL US","","","","","130","6","96","6","","","","","","","","","","","","","","","","","","","","","213.9",",6,0610,","","","","","","","","","","","","","","","1945.3",",6","","","","","","","",""
"USC00084198","1913","26.55","-80.05","3.0","HYPOLUXO, FL US","2162.0","","2162.0","6","126","6","84","6","","","","","0","6","0","6","0","6","362","6","59","6","5.0","6,0217,","","","","","69.1",",6,1030,","35.6","6,0814,+","","","","","","","","","","","","","1109.9",",6","","","24.11","6","28.56","6","19.66","6"
"USC00084198","1914","26.55","-80.05","3.0","HYPOLUXO, FL US","2086.0","","2086.0","6","117","6","90","6","","","","","0","6","0","6","0","6","345","6","79","6","1.7","6,0309,","","","","","56.1",",6,1114,","35.6","6,0728,+","","","","","","","","","136.0","","136.0","6","1389.4",",6","","","23.71","6","28.25","6","19.18","6"
"USC00084198","1915","26.55","-80.05","3.0","HYPOLUXO, FL US","","","","","115","6","82","6","","","","","","","","","","","","","","","","","","","","","119.9",",6,0801,","","","","","","","","","","","126.1","","126.1","6","1652.6",",6","","","","","","","",""
