"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1VALN0001","2007","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","77","N","52","N","3","N","102",",N,0407,","67.6",",N,1027,","853.5",",N","171",",N"
"US1VALN0001","2008","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","115","N","76","N","","","","","64.5",",N,0926,","1146.4",",N","",""
"US1VALN0001","2009","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","135","N","93","N","","","","","94.0",",N,1113,","1458.8",",N","",""
"US1VALN0001","2010","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","108","N","75","N","","","","","150.6",",N,1001,","1215.3",",N","",""
"US1VALN0001","2011","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","130","N","82","N","","","","","245.6",",N,0828,","1260.1",",N","",""
"US1VALN0001","2012","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","130","N","76","N","","","","","78.7",",N,1029,","1027.6",",N","",""
"US1VALN0001","2013","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","127","N","87","N","","","","","150.1",",N,0608,","1350.6",",N","",""
"US1VALN0001","2014","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","123","N","84","N","","","","","65.5",",N,0716,","1134.1",",N","",""
"US1VALN0001","2015","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","127","N","82","N","","","","","83.1",",N,0913,","1322.9",",N","",""
"US1VALN0001","2016","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","122","N","82","N","","","","","144.8",",N,0929,","1215.9",",N","",""
"US1VALN0001","2017","37.717","-76.5177","27.1","URBANNA 6.2 NNE, VA US","115","N","72","N","","","","","52.8",",N,0314,","1123.9",",N","",""
