"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1SDJK0006","2008","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","90","N","42","N","7","N","152",",N,1106,","53.8",",N,0523,","625.4",",N","770",",N"
"US1SDJK0006","2009","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","117","N","60","N","","","","","62.0",",N,0813,","662.0",",N","",""
"US1SDJK0006","2010","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","92","N","53","N","","","","","69.6",",N,0621,","553.2",",N","",""
"US1SDJK0006","2011","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","100","N","60","N","","","","","94.2",",N,0707,","708.6",",N","",""
"US1SDJK0006","2012","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","68","N","32","N","","","","","26.9",",N,0608,","338.2",",N","",""
"US1SDJK0006","2013","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","97","N","49","N","","","","","56.6",",N,0622,","717.5",",N","",""
"US1SDJK0006","2014","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","89","N","51","N","","","","","29.2",",N,0509,","475.6",",N","",""
"US1SDJK0006","2015","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","92","N","57","N","","","","","59.4",",N,0510,","706.0",",N","",""
"US1SDJK0006","2016","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","67","N","32","N","","","","","59.7",",N,0525,","503.1",",N","",""
"US1SDJK0006","2017","43.8367","-101.5078","746.2","KADOKA 0.3 N, SD US","78","N","32","N","","","","","34.3",",N,0628,","347.2",",N","",""
