"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0051R01S","1984","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","68","T","68","T","","","","","","","","","","","","","","","","","20.3",",T,0719,","","","","","","","","","","","","","","","","","","","","","","","","","","","380.2",",T","","","","","",""
"USS0051R01S","1985","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","78","T","78","T","","","","","","","","","","","","","","","","","30.5",",T,0919,","","","","","","","","","","","","","","","","","","","","","","","","","","","441.0",",T","","","","","",""
"USS0051R01S","1986","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","72","T","72","T","","","","","","","","","","","","","","","","","25.4",",T,1010,+","","","","","","","","","","","","","","","","","","","","","","","","","","","354.3",",T","","","","","",""
"USS0051R01S","1987","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","107","T","107","T","","","","","","","","","","","","","","","","","27.9",",T,1003,","","","","","","","","","","","","","","","","","","","","","","","","","","","503.2",",T","","","","","",""
"USS0051R01S","1988","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","81","T","81","T","","","","","","","","","","","","","","","","","25.4",",T,0102,","","","","","","","","","","","","","","","","","","","","","","","","","","","430.7",",T","","","","","",""
"USS0051R01S","1989","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","101","T","101","T","","","","","","","","","","","","","","","","","35.6",",T,0225,","","","","","","","","","","","","","","","","","","","","","","","","","","","503.5",",T","","","","","",""
"USS0051R01S","1990","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","90","T","90","T","","","","","","","","","","","","","","","","","15.2",",T,0913,","","","","","","","","","","","","","","","","","","","","","","","","","","","407.0",",T","","","","","",""
"USS0051R01S","1991","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","93","T","93","T","","","","","","","","","","","","","","","","","20.3",",T,0517,","","","","","","","","","","","","","","","","","","","","","","","","","","","414.6",",T","","","","","",""
"USS0051R01S","1992","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","95","T","95","T","","","","","","","","","","","","","","","","","22.9",",T,1230,+","","","","","","","","","","","","","","","","","","","","","","","","","","","482.9",",T","","","","","",""
"USS0051R01S","1993","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","96","T","96","T","","","","","","","","","","","","","","","","","35.6",",T,0105,","","","","","","","","","","","","","","","","","","","","","","","","","","","603.7",",T","","","","","",""
"USS0051R01S","1994","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","87","T","87","T","","","","","","","","","","","","","","","","","40.6",",T,0817,","","","","","","","","","","","","","","","","","","","","","","","","","","","541.7",",T","","","","","",""
"USS0051R01S","1995","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","78","T","78","T","","","","","","","","","","","","","","","","","43.2",",T,0426,","","","","","","","","","","","","","","","","","","","","","","","","","","","415.4",",T","","","","","",""
"USS0051R01S","1996","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","64","T","64","T","","","","","","","","","","","","","","","","","30.5",",T,0228,","","","","","","","","","","","","","","","","","","","","","","","","","","","369.6",",T","","","","","",""
"USS0051R01S","1997","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","64","T","64","T","","","","","","","","","","","","","","","","","22.9",",T,0901,","","","","","","","","","","","","","","","","","","","","","","","","","","","250.0",",T","","","","","",""
"USS0051R01S","1998","66.92","-151.53","195.1","BETTLES FIELD, AK US","","","","","88","T","88","T","","","","","","","","","","","","","","","","","12.7",",T,1204,+","","","","","","","","","","","","","","","","","","","","","","","","","","","455.9",",T","","","","","",""
